,text,label,sents,clean_text,words
461,做客家菜确实不错，环境一流，人少，当时看到好多好评才去的，很满意，特别喜欢他家的酿豆腐，夹杂着肉香，入口即化，真是世间极品，后面还会来的,1,['做客家菜确实不错，环境一流，人少，当时看到好多好评才去的，很满意，特别喜欢他家的酿豆腐，夹杂着肉香，入口即化，真是世间极品，后面还会来的'],做客家菜确实不错环境一流人少当时看到好多好评才去的很满意特别喜欢他家的酿豆腐夹杂着肉香入口即化真是世间极品后面还会来的,"['做', '客家菜', '确实', '不错', '环境', '一流', '人少', '当时', '看到', '好多', '好评', '才', '去', '的', '很', '满意', '特别', '喜欢', '他家', '的', '酿', '豆腐', '夹杂着', '肉香', '入口', '即', '化', '真是', '世间', '极品', '后面', '还会来', '的']"
462,额，薯条完全被炸干了，没法吃了，口味很一般，很普通，环境也很一般，不是一个用餐的环境,1,['额，薯条完全被炸干了，没法吃了，口味很一般，很普通，环境也很一般，不是一个用餐的环境'],额薯条完全被炸干了没法吃了口味很一般很普通环境也很一般不是一个用餐的环境,"['额', '薯条', '完全', '被', '炸', '干', '了', '没法', '吃', '了', '口味', '很', '一般', '很', '普通', '环境', '也', '很', '一般', '不是', '一个', '用餐', '的', '环境']"
463,来杭州玩，晚上在附近被门面吸引来到这家店。环境很棒，在喧嚣之中难得的一股清流，再配上清淡的当地菜品，很是惬意。下次来杭州还要光顾！,1,"['来杭州玩，晚上在附近被门面吸引来到这家店。', '环境很棒，在喧嚣之中难得的一股清流，再配上清淡的当地菜品，很是惬意。', '下次来杭州还要光顾！']",来杭州玩晚上在附近被门面吸引来到这家店环境很棒在喧嚣之中难得的一股清流再配上清淡的当地菜品很是惬意下次来杭州还要光顾,"['来', '杭州', '玩', '晚上', '在', '附近', '被', '门面', '吸引', '来到', '这家', '店', '环境', '很棒', '在', '喧嚣', '之中', '难得', '的', '一股', '清流', '再配', '上', '清淡', '的', '当地', '菜品', '很', '是', '惬意', '下次', '来', '杭州', '还要', '光顾']"
464,抱歉老师我认为一段时间内突然异常的评价如大量差评会对自己的账户甚至隐私造成不良影响所以我不是很情愿在没有亲身经历的情况下发表负面评价，望谅解！,1,['抱歉老师我认为一段时间内突然异常的评价如大量差评会对自己的账户甚至隐私造成不良影响所以我不是很情愿在没有亲身经历的情况下发表负面评价，望谅解！'],抱歉老师我认为一段时间内突然异常的评价如大量差评会对自己的账户甚至隐私造成不良影响所以我不是很情愿在没有亲身经历的情况下发表负面评价望谅解,"['抱歉', '老师', '我', '认为', '一段时间', '内', '突然', '异常', '的', '评价', '如', '大量', '差', '评会', '对', '自己', '的', '账户', '甚至', '隐私', '造成', '不良影响', '所以', '我', '不是', '很', '情愿', '在', '没有', '亲身经历', '的', '情况', '下', '发表', '负面', '评价', '望', '谅解']"
465,这餐厅饭菜不仅品味种类多和很有土耳其特色，还有饭菜看起来很有艺术风格。餐厅环境优雅，干净，适合谈心。服务员们很温柔和耐心，老板也很友好和漂亮。餐厅比较大，适合多人聚会。能满足客人很多方面的需求。味道超好吃，量也真的超大。饭菜大部分是肉，但各种菜肉的味道又不同。值得你去尝一尝饭菜,1,"['这餐厅饭菜不仅品味种类多和很有土耳其特色，还有饭菜看起来很有艺术风格。', '餐厅环境优雅，干净，适合谈心。', '服务员们很温柔和耐心，老板也很友好和漂亮。', '餐厅比较大，适合多人聚会。', '能满足客人很多方面的需求。', '味道超好吃，量也真的超大。', '饭菜大部分是肉，但各种菜肉的味道又不同。', '值得你去尝一尝饭菜']",这餐厅饭菜不仅品味种类多和很有土耳其特色还有饭菜看起来很有艺术风格餐厅环境优雅干净适合谈心服务员们很温柔和耐心老板也很友好和漂亮餐厅比较大适合多人聚会能满足客人很多方面的需求味道超好吃量也真的超大饭菜大部分是肉但各种菜肉的味道又不同值得你去尝一尝饭菜,"['这', '餐厅', '饭菜', '不仅', '品味', '种类', '多', '和', '很', '有', '土耳其', '特色', '还有', '饭菜', '看起来', '很', '有', '艺术风格', '餐厅', '环境', '优雅', '干净', '适合', '谈心', '服务员', '们', '很', '温柔', '和', '耐心', '老板', '也', '很', '友好', '和', '漂亮', '餐厅', '比较', '大', '适合', '多人', '聚会', '能', '满足', '客人', '很多', '方面', '的', '需求', '味道', '超', '好吃', '量', '也', '真的', '超大', '饭菜', '大部分', '是', '肉', '但', '各种', '菜肉', '的', '味道', '又', '不同', '值得', '你', '去', '尝一尝', '饭菜']"
466,饭菜的口味很好，但有时候有一点凉。餐厅环境干净，全玻璃的构造和绿意萦绕的设计，让人十分惬意。但餐厅在一亿个小院子里 ，安静，但不太明显，比较难找。价格不是很贵。服务员温柔，但动作比较慢。总体上给人舒服的感觉 ，但餐厅需要扩大范围和饭菜种类。,1,"['饭菜的口味很好，但有时候有一点凉。', '餐厅环境干净，全玻璃的构造和绿意萦绕的设计，让人十分惬意。', '但餐厅在一亿个小院子里 ，安静，但不太明显，比较难找。', '价格不是很贵。', '服务员温柔，但动作比较慢。', '总体上给人舒服的感觉 ，但餐厅需要扩大范围和饭菜种类。']",饭菜的口味很好但有时候有一点凉餐厅环境干净全玻璃的构造和绿意萦绕的设计让人十分惬意但餐厅在一亿个小院子里安静但不太明显比较难找价格不是很贵服务员温柔但动作比较慢总体上给人舒服的感觉但餐厅需要扩大范围和饭菜种类,"['饭菜', '的', '口味', '很', '好', '但', '有时候', '有', '一点', '凉', '餐厅', '环境', '干净', '全', '玻璃', '的', '构造', '和', '绿意', '萦绕', '的', '设计', '让', '人', '十分', '惬意', '但', '餐厅', '在', '一', '亿个', '小', '院子', '里', '安静', '但', '不', '太', '明显', '比较', '难', '找', '价格', '不是', '很', '贵', '服务员', '温柔', '但', '动作', '比较慢', '总体', '上', '给', '人', '舒服', '的', '感觉', '但', '餐厅', '需要', '扩大范围', '和', '饭菜', '种类']"
467,首次来这家店，店员热情，都叫小二。环境确实如其名，浓浓的武侠风，喜欢武侠的朋友可以来试试。但是菜的口味偏油腻，比较咸，不太满意。,1,"['首次来这家店，店员热情，都叫小二。', '环境确实如其名，浓浓的武侠风，喜欢武侠的朋友可以来试试。', '但是菜的口味偏油腻，比较咸，不太满意。']",首次来这家店店员热情都叫小二环境确实如其名浓浓的武侠风喜欢武侠的朋友可以来试试但是菜的口味偏油腻比较咸不太满意,"['首次', '来', '这家', '店', '店员', '热情', '都', '叫', '小', '二', '环境', '确实', '如其', '名', '浓浓的', '武侠', '风', '喜欢', '武侠', '的', '朋友', '可以', '来', '试试', '但是', '菜', '的', '口味', '偏', '油腻', '比较', '咸不太', '满意']"
468,上菜速度快，菜的口味适宜，要的包厢，服务周到，和朋友一起来吃的很开心。餐厅位置好找，就在西福路上，满意。,1,"['上菜速度快，菜的口味适宜，要的包厢，服务周到，和朋友一起来吃的很开心。', '餐厅位置好找，就在西福路上，满意。']",上菜速度快菜的口味适宜要的包厢服务周到和朋友一起来吃的很开心餐厅位置好找就在西福路上满意,"['上菜', '速度', '快菜', '的', '口味', '适宜', '要', '的', '包厢', '服务周到', '和', '朋友', '一', '起来', '吃', '的', '很', '开心', '餐厅', '位置', '好找', '就', '在', '西福', '路上', '满意']"
469,和同学去聚会，但是好像他们并没有很满意。总体就是环境还好，吃的一般，大家都推荐的酿豆腐真的一般般啊.......分量也少，服务一般，适合需要个人空间的小情侣吧。,1,"['和同学去聚会，但是好像他们并没有很满意。', '总体就是环境还好，吃的一般，大家都推荐的酿豆腐真的一般般啊......', '.分量也少，服务一般，适合需要个人空间的小情侣吧。']",和同学去聚会但是好像他们并没有很满意总体就是环境还好吃的一般大家都推荐的酿豆腐真的一般般啊分量也少服务一般适合需要个人空间的小情侣吧,"['和', '同学', '去', '聚会', '但是', '好像', '他们', '并', '没有', '很', '满意', '总体', '就是', '环境', '还', '好吃', '的', '一般', '大家', '都', '推荐', '的', '酿', '豆腐', '真的', '一般般', '啊', '分量', '也', '少', '服务', '一般', '适合', '需要', '个人空间', '的', '小', '情侣', '吧']"
470,第二次去了，算是个网红北京菜吧。上菜依然很快，酥皮大明虾呀炸酱面和桂花山药都很好吃呢。大厅的鹦鹉和八哥无敌可爱了哈哈哈哈哈哈哈哈哈,1,"['第二次去了，算是个网红北京菜吧。', '上菜依然很快，酥皮大明虾呀炸酱面和桂花山药都很好吃呢。', '大厅的鹦鹉和八哥无敌可爱了哈哈哈哈哈哈哈哈哈']",第二次去了算是个网红北京菜吧上菜依然很快酥皮大明虾呀炸酱面和桂花山药都很好吃呢大厅的鹦鹉和八哥无敌可爱了哈哈哈哈哈哈哈哈哈,"['第二次', '去', '了', '算是', '个', '网红', '北京', '菜', '吧', '上菜', '依然', '很快', '酥皮', '大明', '虾', '呀', '炸酱面', '和', '桂花', '山药', '都', '很', '好吃', '呢', '大厅', '的', '鹦鹉', '和', '八哥', '无敌', '可爱', '了', '哈哈哈', '哈哈哈', '哈哈哈']"
471,晚上去的 感觉环境一般 教练挺不错的 小孩子去蛮好,0,['晚上去的 感觉环境一般 教练挺不错的 小孩子去蛮好'],晚上去的感觉环境一般教练挺不错的小孩子去蛮好,"['晚上', '去', '的', '感觉', '环境', '一般', '教练', '挺不错', '的', '小孩子', '去', '蛮', '好']"
472,还不错的体验 价格略贵 环境优美！,0,['还不错的体验\xa0价格略贵 环境优美！'],还不错的体验价格略贵环境优美,"['还', '不错', '的', '体验', '价格', '略贵', '环境优美']"
473,环境很好呀 在一排店的后面 要找一下 ～片源很多 沙发也很舒服～,0,['环境很好呀 在一排店的后面 要找一下 ～片源很多 沙发也很舒服～'],环境很好呀在一排店的后面要找一下片源很多沙发也很舒服,"['环境', '很', '好', '呀', '在', '一排', '店', '的', '后面', '要', '找', '一下', '片源', '很多', '沙发', '也', '很', '舒服']"
474,很好找 服务很好～每一步都帮你做 还会帮你做小花什么的 翻糖的颜色也很多 自己做的蛋糕很香,0,['很好找 服务很好～每一步都帮你做 还会帮你做小花什么的 翻糖的颜色也很多 自己做的蛋糕很香'],很好找服务很好每一步都帮你做还会帮你做小花什么的翻糖的颜色也很多自己做的蛋糕很香,"['很', '好找', '服务', '很', '好', '每', '一步', '都', '帮', '你', '做', '还', '会', '帮', '你', '做', '小花', '什么', '的', '翻糖', '的', '颜色', '也', '很多', '自己', '做', '的', '蛋糕', '很香']"
475,很不错。生日的时候喊上好友一起来。做得十分逼真。玩得十分尽兴,0,"['很不错。', '生日的时候喊上好友一起来。', '做得十分逼真。', '玩得十分尽兴']",很不错生日的时候喊上好友一起来做得十分逼真玩得十分尽兴,"['很', '不错', '生日', '的', '时候', '喊', '上', '好友', '一', '起来', '做', '得', '十分', '逼真', '玩得', '十分', '尽兴']"
476,我和家里人一起去看了银河护卫队。特别棒。设施也不错。,0,"['我和家里人一起去看了银河护卫队。', '特别棒。', '设施也不错。']",我和家里人一起去看了银河护卫队特别棒设施也不错,"['我', '和', '家里人', '一起', '去', '看', '了', '银河', '护卫队', '特别', '棒', '设施', '也', '不错']"
477,开在家里附近，是在一个商场里，设备环境都挺新的，虽然人不是很多，但总体服务都挺好的，音效也还不错。,0,['开在家里附近，是在一个商场里，设备环境都挺新的，虽然人不是很多，但总体服务都挺好的，音效也还不错。'],开在家里附近是在一个商场里设备环境都挺新的虽然人不是很多但总体服务都挺好的音效也还不错,"['开', '在', '家里', '附近', '是', '在', '一个', '商场', '里', '设备', '环境', '都', '挺', '新', '的', '虽然', '人', '不是', '很多', '但', '总体', '服务', '都', '挺', '好', '的', '音效', '也', '还', '不错']"
478,地段不错，在人广，交通方便但设备环境不怎么好，话筒还是有线的，歌曲也不是很全，不过是团购去的，朋友去唱唱歌，这个价格也挺好的,0,['地段不错，在人广，交通方便但设备环境不怎么好，话筒还是有线的，歌曲也不是很全，不过是团购去的，朋友去唱唱歌，这个价格也挺好的'],地段不错在人广交通方便但设备环境不怎么好话筒还是有线的歌曲也不是很全不过是团购去的朋友去唱唱歌这个价格也挺好的,"['地段', '不错', '在', '人广', '交通', '方便', '但', '设备', '环境', '不怎么', '好', '话筒', '还是', '有线', '的', '歌曲', '也', '不是', '很全', '不过', '是', '团购', '去', '的', '朋友', '去', '唱', '唱歌', '这个', '价格', '也', '挺', '好', '的']"
479,音响效果不错，曲库也很全，室友过生日一起去的，服务很好，很开心。,0,['音响效果不错，曲库也很全，室友过生日一起去的，服务很好，很开心。'],音响效果不错曲库也很全室友过生日一起去的服务很好很开心,"['音响效果', '不错', '曲库', '也', '很', '全', '室友', '过生日', '一起', '去', '的', '服务', '很', '好', '很', '开心']"
480,价格合理，环境还不错，服务挺好，音响设备还可以。,0,['价格合理，环境还不错，服务挺好，音响设备还可以。'],价格合理环境还不错服务挺好音响设备还可以,"['价格合理', '环境', '还', '不错', '服务', '挺', '好', '音响设备', '还', '可以']"
481,影城环境很好 就是感觉有点远 视效也不错 影院里收拾得很干净 空间挺大的 看3D效果的感觉很舒适 洗手间也很干净配备设施很齐全 对于想省钱的学生党不错的选择 毕竟要比地中海便宜哈,0,['影城环境很好 就是感觉有点远 视效也不错 影院里收拾得很干净 空间挺大的 看3D效果的感觉很舒适 洗手间也很干净配备设施很齐全 对于想省钱的学生党不错的选择 毕竟要比地中海便宜哈'],影城环境很好就是感觉有点远视效也不错影院里收拾得很干净空间挺大的看效果的感觉很舒适洗手间也很干净配备设施很齐全对于想省钱的学生党不错的选择毕竟要比地中海便宜哈,"['影城', '环境', '很', '好', '就是', '感觉', '有点', '远视', '效', '也', '不错', '影院', '里', '收拾', '得', '很', '干净', '空间', '挺大', '的', '看', '效果', '的', '感觉', '很', '舒适', '洗手间', '也', '很', '干净', '配备', '设施', '很', '齐全', '对于', '想', '省钱', '的', '学生', '党', '不错', '的', '选择', '毕竟', '要', '比', '地中海', '便宜', '哈']"
482,音效还算可以 曲库感觉很不全有好多歌去好多次曲库都没怎么更新 房间里有一点味道不太好闻 不过服务很好 灯光也挺好的 关键是对学生来说是个放松的好地方 很便宜实惠 所以也去了好多次了感觉很划得来 推荐去 距离松江这几个学校也挺近,0,['音效还算可以 曲库感觉很不全有好多歌去好多次曲库都没怎么更新 房间里有一点味道不太好闻 不过服务很好 灯光也挺好的 关键是对学生来说是个放松的好地方 很便宜实惠 所以也去了好多次了感觉很划得来 推荐去 距离松江这几个学校也挺近'],音效还算可以曲库感觉很不全有好多歌去好多次曲库都没怎么更新房间里有一点味道不太好闻不过服务很好灯光也挺好的关键是对学生来说是个放松的好地方很便宜实惠所以也去了好多次了感觉很划得来推荐去距离松江这几个学校也挺近,"['音效', '还', '算', '可以', '曲库', '感觉', '很', '不', '全有', '好多', '歌去', '好', '多次', '曲库', '都', '没', '怎么', '更新', '房间', '里', '有', '一点', '味道', '不太好', '闻', '不过', '服务', '很', '好', '灯光', '也', '挺', '好', '的', '关键', '是', '对', '学生', '来说', '是', '个', '放松', '的', '好', '地方', '很', '便宜', '实惠', '所以', '也', '去', '了', '好', '多次', '了', '感觉', '很', '划得来', '推荐', '去', '距离', '松江', '这', '几个', '学校', '也', '挺', '近']"
483,看的功夫熊猫，人超多就坐了第一排，但是影院环境什么的都很好哦,0,['看的功夫熊猫，人超多就坐了第一排，但是影院环境什么的都很好哦'],看的功夫熊猫人超多就坐了第一排但是影院环境什么的都很好哦,"['看', '的', '功夫', '熊猫', '人超', '多', '就', '坐', '了', '第一排', '但是', '影院', '环境', '什么', '的', '都', '很', '好', '哦']"
484,很不错哦，太平洋一直价格也不高，影院出来旁边还有电玩城。,0,['很不错哦，太平洋一直价格也不高，影院出来旁边还有电玩城。'],很不错哦太平洋一直价格也不高影院出来旁边还有电玩城,"['很', '不错', '哦', '太平洋', '一直', '价格', '也', '不', '高', '影院', '出来', '旁边', '还有', '电玩', '城']"
485,设计很好难度也适中！不会无聊也不会玩不下去！,0,"['设计很好难度也适中！', '不会无聊也不会玩不下去！']",设计很好难度也适中不会无聊也不会玩不下去,"['设计', '很', '好', '难度', '也', '适中', '不会', '无聊', '也', '不会', '玩', '不', '下去']"
486,环境非常好，是在高级商场里，非常安静干净，各种设施都非常完善，服务也很好，很舒服，冰淇淋特别好吃，总之在这里看电影真的很满意！,0,['环境非常好，是在高级商场里，非常安静干净，各种设施都非常完善，服务也很好，很舒服，冰淇淋特别好吃，总之在这里看电影真的很满意！'],环境非常好是在高级商场里非常安静干净各种设施都非常完善服务也很好很舒服冰淇淋特别好吃总之在这里看电影真的很满意,"['环境', '非常', '好', '是', '在', '高级', '商场', '里', '非常', '安静', '干净', '各种', '设施', '都', '非常', '完善', '服务', '也', '很', '好', '很', '舒服', '冰淇淋', '特别', '好吃', '总之', '在', '这里', '看', '电影', '真的', '很', '满意']"
487,经常去地中海影城看电影，感觉环境不错，各种设施都很好，看电影很舒服，感觉3D有点问题，看得很累，不过还可以接受啦，总体上说还是挺好的。以后还会经常去的。,0,"['经常去地中海影城看电影，感觉环境不错，各种设施都很好，看电影很舒服，感觉3D有点问题，看得很累，不过还可以接受啦，总体上说还是挺好的。', '以后还会经常去的。']",经常去地中海影城看电影感觉环境不错各种设施都很好看电影很舒服感觉有点问题看得很累不过还可以接受啦总体上说还是挺好的以后还会经常去的,"['经常', '去', '地中海', '影城', '看', '电影', '感觉', '环境', '不错', '各种', '设施', '都', '很', '好看', '电影', '很', '舒服', '感觉', '有点', '问题', '看得', '很', '累', '不过', '还', '可以', '接受', '啦', '总体', '上', '说', '还是', '挺', '好', '的', '以后', '还会', '经常', '去', '的']"
488,服务员特别热情，游戏设施感应还可以，就是闻气味那里花了好久才闻出来。,0,['服务员特别热情，游戏设施感应还可以，就是闻气味那里花了好久才闻出来。'],服务员特别热情游戏设施感应还可以就是闻气味那里花了好久才闻出来,"['服务员', '特别', '热情', '游戏', '设施', '感应', '还', '可以', '就是', '闻', '气味', '那里', '花', '了', '好久', '才', '闻', '出来']"
489,生日那天去的！价格不错、唱了三个小时，环境很好,0,"['生日那天去的！', '价格不错、唱了三个小时，环境很好']",生日那天去的价格不错唱了三个小时环境很好,"['生日', '那天', '去', '的', '价格', '不错', '唱', '了', '三个', '小时', '环境', '很', '好']"
490,音响效果不错，更新蛮快的，很便宜哦～,0,['音响效果不错，更新蛮快的，很便宜哦～'],音响效果不错更新蛮快的很便宜哦,"['音响效果', '不错', '更新', '蛮快', '的', '很', '便宜', '哦']"
491,总体来说还是不错的，团购很实惠，就在电影院对面看完电影来唱歌很方便,0,['总体来说还是不错的，团购很实惠，就在电影院对面看完电影来唱歌很方便'],总体来说还是不错的团购很实惠就在电影院对面看完电影来唱歌很方便,"['总体', '来说', '还是', '不错', '的', '团购', '很', '实惠', '就', '在', '电影院', '对面', '看', '完', '电影', '来', '唱歌', '很', '方便']"
492,这家店的装修棒棒哒，地段也不错，很好找，用了美团券还挺划算的,0,['这家店的装修棒棒哒，地段也不错，很好找，用了美团券还挺划算的'],这家店的装修棒棒哒地段也不错很好找用了美团券还挺划算的,"['这家', '店', '的', '装修', '棒棒', '哒', '地段', '也', '不错', '很', '好找', '用', '了', '美团券', '还', '挺', '划算', '的']"
493,很棒的视听效果，环境也比较好，票价也比较合理啦啦啦,0,['很棒的视听效果，环境也比较好，票价也比较合理啦啦啦'],很棒的视听效果环境也比较好票价也比较合理啦啦啦,"['很棒', '的', '视听', '效果', '环境', '也', '比较', '好', '票价', '也', '比较', '合理', '啦', '啦', '啦']"
494,感谢大众点评让我抽到花爷手作工坊的霸王餐，不得不说，太赞了！首先店面挺好找的，店主人超级好！艺术型男生棒棒哒！在店里待了一下午，给了一块泥，大概可以做三到四个成品，老师会教你怎么找重心，塑形，拉胚，还可以帮你做嗷！最后我加了一百多把做成的三个都烧制了，二十天不到去拿！很期待上釉之后的作品哈～除了陶艺，这家店还可以画海娜画，绘画等，感觉自己还会去，超级棒的一次体验！,0,"['感谢大众点评让我抽到花爷手作工坊的霸王餐，不得不说，太赞了！', '首先店面挺好找的，店主人超级好！', '艺术型男生棒棒哒！', '在店里待了一下午，给了一块泥，大概可以做三到四个成品，老师会教你怎么找重心，塑形，拉胚，还可以帮你做嗷！', '最后我加了一百多把做成的三个都烧制了，二十天不到去拿！', '很期待上釉之后的作品哈～除了陶艺，这家店还可以画海娜画，绘画等，感觉自己还会去，超级棒的一次体验！']",感谢大众点评让我抽到花爷手作工坊的霸王餐不得不说太赞了首先店面挺好找的店主人超级好艺术型男生棒棒哒在店里待了一下午给了一块泥大概可以做三到四个成品老师会教你怎么找重心塑形拉胚还可以帮你做嗷最后我加了一百多把做成的三个都烧制了二十天不到去拿很期待上釉之后的作品哈除了陶艺这家店还可以画海娜画绘画等感觉自己还会去超级棒的一次体验,"['感谢', '大众', '点评', '让', '我', '抽到', '花爷', '手', '作工', '坊', '的', '霸王餐', '不得不', '说太赞', '了', '首先', '店面', '挺', '好找', '的', '店主人', '超级', '好', '艺术', '型', '男生', '棒棒', '哒', '在', '店里', '待', '了', '一', '下午', '给', '了', '一块', '泥', '大概', '可以', '做三到', '四个', '成品', '老师', '会教', '你', '怎么', '找', '重心', '塑形', '拉', '胚', '还', '可以', '帮', '你', '做', '嗷', '最后', '我加', '了', '一百多', '把', '做成', '的', '三个', '都', '烧制', '了', '二十天', '不到', '去', '拿', '很', '期待', '上釉', '之后', '的', '作品', '哈', '除了', '陶艺', '这家', '店', '还', '可以', '画海娜', '画', '绘画', '等', '感觉', '自己', '还会', '去', '超级', '棒', '的', '一次', '体验']"
495,离学校最近的一家台球店，服务好摆球专业且生意好！经常和男票以及同学过来玩，等位的时候还可以下下五子棋象棋啥的，好像还贴心配备拖鞋充电宝呢，旁边是云乐迪影院，休闲娱乐一条龙，棒！,0,"['离学校最近的一家台球店，服务好摆球专业且生意好！', '经常和男票以及同学过来玩，等位的时候还可以下下五子棋象棋啥的，好像还贴心配备拖鞋充电宝呢，旁边是云乐迪影院，休闲娱乐一条龙，棒！']",离学校最近的一家台球店服务好摆球专业且生意好经常和男票以及同学过来玩等位的时候还可以下下五子棋象棋啥的好像还贴心配备拖鞋充电宝呢旁边是云乐迪影院休闲娱乐一条龙棒,"['离', '学校', '最近', '的', '一家', '台球', '店', '服务', '好', '摆球', '专业', '且', '生意', '好', '经常', '和', '男票', '以及', '同学', '过来', '玩', '等位', '的', '时候', '还', '可以', '下', '下', '五子棋', '象棋', '啥', '的', '好像', '还', '贴心', '配备', '拖鞋', '充电', '宝', '呢', '旁边', '是', '云乐迪', '影院', '休闲', '娱乐', '一条龙', '棒']"
496,挺费脑子的！挺考智商的！需要大家一起努力！这次玩的深谷，第二间密室比较难！真的难！,0,"['挺费脑子的！', '挺考智商的！', '需要大家一起努力！', '这次玩的深谷，第二间密室比较难！', '真的难！']",挺费脑子的挺考智商的需要大家一起努力这次玩的深谷第二间密室比较难真的难,"['挺费', '脑子', '的', '挺', '考', '智商', '的', '需要', '大家', '一起', '努力', '这次', '玩', '的', '深谷', '第二间', '密室', '比较', '难', '真的', '难']"
497,ktv是主题包房的，装修比较好看，曲库也比较全~服务也还不错，就在地铁站附近，但感觉设施稍微有点旧啦,0,['ktv是主题包房的，装修比较好看，曲库也比较全~服务也还不错，就在地铁站附近，但感觉设施稍微有点旧啦'],是主题包房的装修比较好看曲库也比较全服务也还不错就在地铁站附近但感觉设施稍微有点旧啦,"['是', '主题', '包房', '的', '装修', '比较', '好看', '曲库', '也', '比较', '全', '服务', '也', '还', '不错', '就', '在', '地铁站', '附近', '但', '感觉', '设施', '稍微', '有点', '旧', '啦']"
498,环境和音效还是不错的，但是点歌系统比较老了，歌也稍微有点少。,0,['环境和音效还是不错的，但是点歌系统比较老了，歌也稍微有点少。'],环境和音效还是不错的但是点歌系统比较老了歌也稍微有点少,"['环境', '和', '音效', '还是', '不错', '的', '但是', '点歌', '系统', '比较', '老', '了', '歌', '也', '稍微', '有点', '少']"
499,最经常点的果汁店，石榴汁最好喝，一大杯喝起来超级爽,0,['最经常点的果汁店，石榴汁最好喝，一大杯喝起来超级爽'],最经常点的果汁店石榴汁最好喝一大杯喝起来超级爽,"['最', '经常', '点', '的', '果汁', '店', '石榴', '汁', '最', '好喝', '一大', '杯', '喝', '起来', '超级', '爽']"
500,在虹泉路韩国街，这家巴黎贝甜店面很大，品种很多，草莓蛋糕很好吃，奶油不腻,0,['在虹泉路韩国街，这家巴黎贝甜店面很大，品种很多，草莓蛋糕很好吃，奶油不腻'],在虹泉路韩国街这家巴黎贝甜店面很大品种很多草莓蛋糕很好吃奶油不腻,"['在', '虹泉路', '韩国', '街', '这家', '巴黎', '贝甜', '店面', '很大', '品种', '很多', '草莓', '蛋糕', '很', '好吃', '奶油', '不腻']"
501,价格优惠，不过上次要的中包，一进去就把送的东西送进来了，这次要的大包还是我们去问的，歌还算多，就是音效一般，偶尔可以去打发打发时间。,0,['价格优惠，不过上次要的中包，一进去就把送的东西送进来了，这次要的大包还是我们去问的，歌还算多，就是音效一般，偶尔可以去打发打发时间。'],价格优惠不过上次要的中包一进去就把送的东西送进来了这次要的大包还是我们去问的歌还算多就是音效一般偶尔可以去打发打发时间,"['价格', '优惠', '不过', '上次', '要', '的', '中', '包一', '进去', '就', '把', '送', '的', '东西', '送进来', '了', '这次', '要', '的', '大包', '还是', '我们', '去', '问', '的', '歌', '还', '算', '多', '就是', '音效', '一般', '偶尔', '可以', '去', '打发', '打发', '时间']"
502,环境很好，跟女朋友来的，第一次来觉得布局装潢非常惊艳，影厅环境也很舒服很干净，观影体验很棒！,0,['环境很好，跟女朋友来的，第一次来觉得布局装潢非常惊艳，影厅环境也很舒服很干净，观影体验很棒！'],环境很好跟女朋友来的第一次来觉得布局装潢非常惊艳影厅环境也很舒服很干净观影体验很棒,"['环境', '很', '好', '跟', '女朋友', '来', '的', '第一次', '来', '觉得', '布局', '装潢', '非常', '惊艳', '影厅', '环境', '也', '很', '舒服', '很', '干净', '观影', '体验', '很棒']"
503,首先配套设施很好，地下停车免费提供6小时，地暖也铺满，走在路上很舒服。室外露天浴池也很有情调，电影放映室的电影也是新电影，休息区域也很大，总体来说体验很棒,0,"['首先配套设施很好，地下停车免费提供6小时，地暖也铺满，走在路上很舒服。', '室外露天浴池也很有情调，电影放映室的电影也是新电影，休息区域也很大，总体来说体验很棒']",首先配套设施很好地下停车免费提供小时地暖也铺满走在路上很舒服室外露天浴池也很有情调电影放映室的电影也是新电影休息区域也很大总体来说体验很棒,"['首先', '配套', '设施', '很', '好', '地下', '停车', '免费', '提供', '小时', '地暖', '也', '铺满', '走', '在', '路上', '很', '舒服', '室外', '露天', '浴池', '也', '很', '有', '情调', '电影', '放映室', '的', '电影', '也', '是', '新', '电影', '休息', '区域', '也', '很大', '总体', '来说', '体验', '很棒']"
504,非工作日去的 团购里面包含浴资和搓澡的费用 还算比平时便宜。,0,['非工作日去的 团购里面包含浴资和搓澡的费用 还算比平时便宜。'],非工作日去的团购里面包含浴资和搓澡的费用还算比平时便宜,"['非', '工作日', '去', '的', '团购', '里面', '包含', '浴资', '和', '搓澡', '的', '费用', '还算', '比', '平时', '便宜']"
505,小包真的很小，到了现场换了中包。服务员态度不错，水果拼盘不错，歌不是很全。,0,"['小包真的很小，到了现场换了中包。', '服务员态度不错，水果拼盘不错，歌不是很全。']",小包真的很小到了现场换了中包服务员态度不错水果拼盘不错歌不是很全,"['小包', '真的', '很小', '到', '了', '现场', '换', '了', '中包', '服务员', '态度', '不错', '水果', '拼盘', '不错', '歌', '不是', '很全']"
506,去的时候天气很冷，人很少，有些设备不开，但是还是很开心！,0,['去的时候天气很冷，人很少，有些设备不开，但是还是很开心！'],去的时候天气很冷人很少有些设备不开但是还是很开心,"['去', '的', '时候', '天气', '很', '冷人', '很少', '有些', '设备', '不', '开', '但是', '还是', '很', '开心']"
